-105.0690,-222.4868,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-104.3146,-221.9173,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-103.5567,-221.3648,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-102.7957,-220.8296,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-102.0319,-220.3117,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-101.2656,-219.8111,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-100.4970,-219.3281,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-99.7265,-218.8627,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-98.9544,-218.4149,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-98.1809,-217.9848,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-97.4064,-217.5725,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-96.6313,-217.1780,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-95.8557,-216.8014,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-95.0801,-216.4428,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-94.3047,-216.1021,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-93.5298,-215.7795,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-92.7558,-215.4749,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-91.9829,-215.1883,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-91.2115,-214.9198,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-90.4419,-214.6695,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-89.6744,-214.4372,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-88.9092,-214.2230,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-88.1468,-214.0268,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-87.3875,-213.8488,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-86.6314,-213.6888,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-85.8790,-213.5468,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-85.1306,-213.4229,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-84.3864,-213.3169,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-83.6467,-213.2288,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-82.9120,-213.1585,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-82.1824,-213.1061,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-81.4583,-213.0715,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-80.7400,-213.0545,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-80.0277,-213.0552,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-79.3219,-213.0734,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-78.6227,-213.1091,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-77.9305,-213.1621,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-77.2455,-213.2324,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-76.5681,-213.3199,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-75.8985,-213.4245,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-75.2371,-213.5460,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-74.5841,-213.6844,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-73.9397,-213.8395,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-73.3044,-214.0112,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-72.6783,-214.1994,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
-72.0617,-214.4039,171.4843,-4.7649,1.8863,0.7525,0.1000,1.0000,0.0000
